state,year,covid_era,primary_analysis_window,has_waiver,exit_exam,af_grading,third_grade_retention,vam_eval,raw_intensity,policy_intensity,norm,svi_common_core,svi_highway,svi_opt_out,svi_testing,total_events,edu_events,highway_events,gdelt_edu_salience,gdelt_highway_salience,gdelt_edu_salience_std,svi_common_core_std,svi_testing_std,svi_opt_out_std,backlash_media,backlash_media_winsorized,gdelt_edu_salience_logged,backlash_mass,gov_party_rep,trifecta,election_year,gov_party_change,within_party_stability,raw_highway_intensity,highway_policy_intensity,highway_norm,gdelt_highway_salience_std,svi_highway_std,highway_backlash_media,highway_backlash_media_winsorized,gdelt_highway_salience_logged,highway_backlash_mass,backlash,highway_backlash,backlash_media_winsorized_dm,svi_common_core_std_dm,svi_testing_std_dm,svi_opt_out_std_dm,backlash_pca,highway_backlash_media_winsorized_dm,highway_backlash_mass_dm,academic_achievement_weight,academic_growth_weight,raw_labor,raw_comm,policy_community,policy_labor,policy_lag1,policy_comm_lag1,policy_labor_lag1,backlash_lag1,delta_policy,policy_x_waiver,backlash_x_waiver,backlash_x_rep
AK,2020,1,0,0,0,0,0,0,0,-0.640828187505277,-0.7631672367969349,3.706666666666667,0.0,0.0,0.0,126348,69,0,0.0005461107417608,0.0,-0.7298849024224228,-0.6695623361400442,-1.0475780394907792,-0.3551872802795315,-0.7298849024224228,-0.7298849024224228,0.4357425787517506,-0.6907758853034517,1,0,0,1.0,1.0,583.259832801049,-0.4230802978787888,-0.3791917535877283,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.1735834985168834,-1.3351701734054169e-17,-0.0897677924220076,-0.1990830299138789,-0.0367548755812874,-5.551115123125783e-17,-0.1735834985168834,0.0,0.0,35.0,40.0,0.0,0.0,-0.6658025329782438,-0.39334175269677624,-0.640828187505277,-0.6658025329782438,-0.39334175269677624,-0.0621118860656161,0.0,-0.0,-0.0,-0.0621118860656161
AK,2021,1,0,0,0,0,0,0,0,-0.640828187505277,-0.7533801128536023,0.0,0.0,0.0,0.0,106661,29,0,0.0002718894441267,0.0,-1.1557364178436451,-0.9828363869856576,-1.0475780394907792,-0.3551872802795315,-1.1557364178436451,-1.1557364178436451,0.2405035461458858,-0.7952005689186561,1,0,0,0.0,2.0,590.3240713886855,-0.4152793138374524,-0.3827028371310131,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.4259015189118655,-1.3351701734054169e-17,-0.51561930784323,-0.5123570807594923,-0.0367548755812874,-5.551115123125783e-17,-0.4259015189118655,0.0,0.0,35.0,40.0,0.0,0.0,-0.6658025329782438,-0.39334175269677624,-0.640828187505277,-0.6658025329782438,-0.39334175269677624,-0.1735834985168834,0.0,-0.0,-0.0,-0.1735834985168834
AK,2022,1,0,0,0,0,0,0,0,-0.640828187505277,-0.7443759588257363,1.28,0.0,0.0,0.0,84881,35,0,0.0004123419846608,0.0,-0.9376208748596944,-0.8746554197871725,-1.0475780394907792,-0.3551872802795315,-0.9376208748596944,-0.9376208748596944,0.3452493085139909,-0.759140246519161,1,0,0,0.0,3.0,731.1520022273428,-0.2597641188991753,-0.3853089552675283,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.3391972718618911,-1.3351701734054169e-17,-0.2975037648592792,-0.4041761135610072,-0.0367548755812874,-5.551115123125783e-17,-0.3391972718618911,0.0,0.0,35.0,40.0,0.0,0.0,-0.6658025329782438,-0.39334175269677624,-0.640828187505277,-0.6658025329782438,-0.39334175269677624,-0.4259015189118655,0.0,-0.0,-0.0,-0.4259015189118655
AK,2023,1,0,0,0,0,0,0,0,-0.640828187505277,-0.7360921371200996,0.0,0.0,0.0,0.0,114820,64,0,0.0005573941821982,0.0,-0.7123623020595908,-0.9828363869856576,-1.0475780394907792,-0.3551872802795315,-0.7123623020595908,-0.7123623020595908,0.4430140285676813,-0.7952005689186561,1,0,1,0.0,4.0,741.0204821421809,-0.248866432846692,-0.37526536835806,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.4285667692624437,-1.3351701734054169e-17,-0.0722451920591756,-0.5123570807594923,-0.0367548755812874,-5.551115123125783e-17,-0.4285667692624437,0.0,0.0,35.0,40.0,0.0,0.0,-0.6658025329782438,-0.39334175269677624,-0.640828187505277,-0.6658025329782438,-0.39334175269677624,-0.3391972718618911,0.0,-0.0,-0.0,-0.3391972718618911
AK,2024,1,0,0,0,0,0,0,0,-0.640828187505277,-0.7284710211509138,0.4266666666666666,0.0,0.0,0.0,131030,117,0,0.000892925284286,0.0,-0.191299826140268,-0.9467760645861628,-1.0475780394907792,-0.3551872802795315,-0.191299826140268,-0.191299826140268,0.6381234019744164,-0.7831804614521577,0,0,0,1.0,1.0,741.1682679235087,-0.2487032341512668,-0.3651534535171507,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.4023605592642075,-1.3351701734054169e-17,0.4488172838601472,-0.4762967583599975,-0.0367548755812874,-5.551115123125783e-17,-0.4023605592642075,0.0,0.0,35.0,40.0,0.0,0.0,-0.6658025329782438,-0.39334175269677624,-0.640828187505277,-0.6658025329782438,-0.39334175269677624,-0.4285667692624437,0.0,-0.0,-0.0,-0.0
AL,2010,0,1,0,0,0,0,0,0,-1.131170576517793,-1.131170576517793,0.0,0.0,0.0,0.0,85677,80,0,0.0009337395100201,0.0,-0.1279174410754086,-0.9828363869856576,-1.0475780394907792,-0.3551872802795315,-0.1279174410754086,-0.1279174410754086,0.659455698207913,-0.7952005689186561,1,1,1,0.0,1.0,809.5836312286581,-0.0082835451677461,-0.0082835451677461,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.9482577335578356,-0.2258067794072667,-0.0402800140259857,-0.7974214418946673,-0.9066636162429522,-5.551115123125783e-17,-0.9482577335578356,0.0,-0.2258067794072667,40.0,40.0,0.0,0.0,-0.6479323682399619,-1.2694192921830503,,,,,,,,
AL,2011,0,1,0,0,0,0,0,0,-1.131170576517793,-1.131170576517793,1.8016666666666667,0.0,0.0,3.3725,138215,112,0,0.0008103317295517,0.0,-0.319563351807542,-0.8305660412284149,-0.704315774542772,-0.3551872802795315,-0.319563351807542,-0.319563351807542,0.5935101044802024,-0.6300230320169061,1,1,0,0.0,2.0,789.064637261781,-0.0353933228583854,-0.0082835451677461,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.7097447058552963,-0.2258067794072667,-0.2319259247581191,-0.6451510961374247,-0.5634013512949452,-5.551115123125783e-17,-0.7097447058552963,0.0,-0.2258067794072667,40.0,40.0,0.0,0.0,-0.6479323682399619,-1.2694192921830503,-1.131170576517793,-0.6479323682399619,-1.2694192921830503,-0.9482577335578356,0.0,-0.0,-0.0,-0.9482577335578356
AL,2012,0,1,0,0,0,0,0,0,-1.131170576517793,-1.131170576517793,9.161666666666669,0.0,0.0,7.694999999999999,156032,90,0,0.0005768047579983,0.0,-0.682218680134517,-0.2085254798371248,-0.2643599138347629,-0.3551872802795315,-0.682218680134517,-0.682218680134517,0.4554004943545854,-0.2760242246504731,1,1,0,0.0,3.0,811.7047026440458,-0.0054811770482392,-0.0104523273829973,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.0560366771215382,-0.2258067794072667,-0.5945812530850942,-0.0231105347461345,-0.1234454905869359,-5.551115123125783e-17,-0.0560366771215382,0.0,-0.2258067794072667,40.0,40.0,0.0,0.0,-0.6479323682399619,-1.2694192921830503,-1.131170576517793,-0.6479323682399619,-1.2694192921830503,-0.7097447058552963,0.0,-0.0,-0.0,-0.7097447058552963
AL,2013,0,1,1,0,0,0,1,1,-0.1168461914205193,-1.131170576517793,23.92,0.0,0.0,5.89,152497,140,0,0.0009180508469019,0.0,-0.1522811247917951,1.0387954375360344,-0.4480777457787667,-0.3551872802795315,-0.1522811247917951,-0.1522811247917951,0.6513094864862375,0.0785101371592453,1,1,0,0.0,4.0,856.418810558616,0.0535952828969232,-0.0100546353562166,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,0.8948577735075149,-0.2258067794072667,-0.0646436977423722,1.2242103826270248,-0.3071633225309397,-5.551115123125783e-17,0.8948577735075149,0.0,-0.2258067794072667,40.0,40.0,1.0,0.0,-0.6479323682399619,0.785830990399031,-1.131170576517793,-0.6479323682399619,-1.2694192921830503,-0.0560366771215382,1.0143243850972739,-1.131170576517793,-0.0560366771215382,-0.0560366771215382
AL,2014,0,1,1,0,0,0,1,1,-0.1168461914205193,-1.0500246257100112,29.095,0.0,0.0,16.3875,195187,223,0,0.0011424941210224,0.0,0.196267690471408,1.476167707264285,0.6203864873692556,-0.3551872802795315,0.196267690471408,0.196267690471408,0.7619706275058249,0.580455638118003,1,1,1,0.0,5.0,832.8533746848183,0.0224605338564516,-0.0049626418959654,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,1.601816128057466,-0.2258067794072667,0.2839051175208308,1.6615826523552752,0.7613009106170825,-5.551115123125783e-17,1.601816128057466,0.0,-0.2258067794072667,40.0,40.0,1.0,0.0,-0.6479323682399619,0.785830990399031,-0.1168461914205193,-0.6479323682399619,0.785830990399031,0.8948577735075149,0.0,-0.1168461914205193,0.8948577735075149,0.8948577735075149
AL,2015,0,1,1,0,1,0,1,2,0.8974781936767545,-0.975370350966852,22.425,0.0,0.0,10.26,220883,153,0,0.0006926744022853,0.0,-0.5022791056497632,0.9124434485034286,-0.0032872052827573,-0.3551872802795315,-0.5022791056497632,-0.5022791056497632,0.526309764681941,0.1846563209803799,1,1,0,0.0,6.0,836.3792026045404,0.027118871942296,-0.0027687878357721,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,0.9412001446351764,-0.2258067794072667,-0.4146416786003404,1.0978583935944188,0.1376272179650696,-5.551115123125783e-17,0.9412001446351764,0.0,-0.2258067794072667,40.0,40.0,1.0,1.0,0.6543159383704048,0.785830990399031,-0.1168461914205193,-0.6479323682399619,0.785830990399031,1.601816128057466,1.0143243850972739,-0.1168461914205193,1.601816128057466,1.601816128057466
AL,2016,0,1,1,0,1,0,1,2,0.8974781936767545,-0.8255424673953634,14.835,0.0,0.0,12.065,233590,278,0,0.0011901194400445,0.0,0.270227351712045,0.270964119568661,0.1804306266612464,-0.3551872802795315,0.270227351712045,0.270227351712045,0.7839560811743367,0.032069155316792,1,1,0,0.0,7.0,921.5489485410056,0.1396454842134921,-0.0003777750535266,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,0.4753855018829398,-0.2258067794072667,0.3578647787614678,0.4563790646596513,0.3213450499090733,-5.551115123125783e-17,0.4753855018829398,0.0,-0.2258067794072667,40.0,40.0,1.0,1.0,0.6543159383704048,0.785830990399031,0.8974781936767545,0.6543159383704048,0.785830990399031,0.9412001446351764,0.0,0.8974781936767545,0.9412001446351764,0.9412001446351764
AL,2017,0,1,1,0,1,0,1,2,0.8974781936767545,-0.6877008145095941,10.158333333333331,0.0,0.0,12.7775,275323,423,0,0.001536377273239,0.0,0.8079478871501826,-0.1242908204820546,0.252950823481248,-0.3551872802795315,0.8079478871501826,0.8079478871501826,0.930736792560365,-0.0755090924267793,1,1,0,0.0,8.0,896.908621312641,0.1070905843746462,0.0108240856878348,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,0.1745495315376317,-0.2258067794072667,0.8955853141996054,0.0611241246089356,0.3938652467290749,-5.551115123125783e-17,0.1745495315376317,0.0,-0.2258067794072667,40.0,40.0,1.0,1.0,0.6543159383704048,0.785830990399031,0.8974781936767545,0.6543159383704048,0.785830990399031,0.4753855018829398,0.0,0.8974781936767545,0.4753855018829398,0.4753855018829398
AL,2018,0,1,0,0,1,0,0,1,0.2706286369544198,-0.5608864938546863,8.318333333333333,0.0,0.0,9.8325,211545,167,0,0.0007894301448864,0.0,-0.3520224335099484,-0.2798009608298769,-0.0467993233747583,-0.3551872802795315,-0.3520224335099484,-0.3520224335099484,0.581897214354963,-0.2272625214947222,1,1,1,0.0,9.0,911.0982204021966,-0.0610509017751585,0.0185254055827797,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.0440902970262457,-0.2258067794072667,-0.2643850064605255,-0.0943860157388866,0.0941150998730686,-5.551115123125783e-17,-0.0440902970262457,0.0,-0.2258067794072667,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.8974781936767545,0.6543159383704048,0.785830990399031,0.1745495315376317,-0.6268495567223347,0.0,0.0,0.1745495315376317
AL,2019,0,1,0,0,1,0,0,1,0.2706286369544198,-0.4943652833899578,7.781666666666667,0.0,0.0,9.6425,220673,182,0,0.0008247497428321,0.0,-0.2971729216776386,-0.3251580850979918,-0.0661380425267586,-0.3551872802795315,-0.2971729216776386,-0.2971729216776386,0.6014428504164008,-0.2488278026347606,1,1,0,0.0,10.0,888.0117393392403,-0.0865451242746554,0.0121593009941446,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.0877152468796039,-0.2258067794072667,-0.2095354946282157,-0.1397431400070015,0.0747763807210683,-5.551115123125783e-17,-0.0877152468796039,0.0,-0.2258067794072667,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.2706286369544198,0.8102442543052739,-0.39334175269677624,-0.0440902970262457,0.0,0.0,-0.0,-0.0440902970262457
AL,2020,1,0,0,0,1,0,0,1,0.2706286369544198,-0.4331657697624076,4.906666666666666,1.25,0.0,11.732499999999998,166252,177,0,0.0010646488463296,0.0,0.0753779985244588,-0.5681426793914645,0.1465878681452456,-0.3551872802795315,0.0753779985244588,0.0753779985244588,0.7249601617492705,-0.2589140305085834,1,1,0,0.0,11.0,905.7863898271672,-0.0669167152003461,0.0042629469726406,0.0,3.1497595797550204,0.0,0.0,0.0,3.1497595797550204,-0.2173232398584283,3.161294911701734,0.1630154255738816,-0.3827277343004742,0.2875022913930725,-5.551115123125783e-17,-0.2173232398584283,0.0,3.161294911701734,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.2706286369544198,0.8102442543052739,-0.39334175269677624,-0.0877152468796039,0.0,0.0,-0.0,-0.0877152468796039
AL,2021,1,0,0,0,1,0,0,1,0.2706286369544198,-0.3768622172250615,2.146666666666667,0.0,0.0,4.18,136020,135,0,0.000992501102779,0.0,-0.0366637217589346,-0.8014078899131981,-0.6221262181467704,-0.3551872802795315,-0.0366637217589346,-0.0366637217589346,0.6893906851470751,-0.5929071294465,1,1,0,0.0,12.0,894.7700187529792,-0.0790820085829317,-0.0014314260011982,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.6605523914368022,-0.2258067794072667,0.0509737052904882,-0.6159929448222079,-0.4812117948989434,-5.551115123125783e-17,-0.6605523914368022,0.0,-0.2258067794072667,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.2706286369544198,0.8102442543052739,-0.39334175269677624,-0.2173232398584283,0.0,0.0,-0.0,-0.2173232398584283
AL,2022,1,0,0,0,1,0,0,1,0.2706286369544198,-0.325062948890703,2.376666666666667,0.0,0.0,10.0225,116501,53,0,0.0004549317173243,0.0,-0.8714812192144659,-0.7819691223697203,-0.0274606042227577,-0.3551872802795315,-0.8714812192144659,-0.8714812192144659,0.3749589698482138,-0.3882056689573365,1,1,1,0.0,13.0,1118.922224082464,0.1684475382908104,-0.0076434726077369,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.4431358194860237,-0.2258067794072667,-0.7838437921650431,-0.5965541772787301,0.1134538190250692,-5.551115123125783e-17,-0.4431358194860237,0.0,-0.2258067794072667,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.2706286369544198,0.8102442543052739,-0.39334175269677624,-0.6605523914368022,0.0,0.0,-0.0,-0.6605523914368022
AL,2023,1,0,0,0,1,0,0,1,0.2706286369544198,-0.2774076220230932,2.53,0.0,0.0,11.6375,152708,211,0,0.0013817219792021,0.0,0.5677762013556935,-0.7690099440074019,0.1369185085692455,-0.3551872802795315,0.5677762013556935,0.5677762013556935,0.8678237467416496,-0.3290929052392293,1,1,0,0.0,14.0,1139.7819233382552,0.1914827428613778,0.0064438082641468,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.3869040921637308,-0.2258067794072667,0.6554136284051163,-0.5835949989164116,0.2778329318170724,-5.551115123125783e-17,-0.3869040921637308,0.0,-0.2258067794072667,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.2706286369544198,0.8102442543052739,-0.39334175269677624,-0.4431358194860237,0.0,0.0,-0.0,-0.4431358194860237
AL,2024,1,0,0,0,1,0,0,1,0.2706286369544198,-0.2335647213048921,2.0700000000000003,0.0,0.0,8.122499999999999,139888,152,0,0.0010865835525563,0.0,0.1094414646648832,-0.8078874790943574,-0.220847795742762,-0.3551872802795315,0.1094414646648832,0.1094414646648832,0.7355280646073284,-0.461307518372217,1,1,0,0.0,15.0,1122.891236600358,0.1728304881201302,0.0212469230319253,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-0.5340488762352243,-0.2258067794072667,0.197078891714306,-0.6224725340033672,-0.079933372494935,-5.551115123125783e-17,-0.5340488762352243,0.0,-0.2258067794072667,40.0,40.0,0.0,0.4,0.8102442543052739,-0.39334175269677624,0.2706286369544198,0.8102442543052739,-0.39334175269677624,-0.3869040921637308,0.0,0.0,-0.0,-0.3869040921637308
AR,2010,0,1,0,0,0,0,0,0,-1.131170576517793,-1.131170576517793,0.0,0.0,0.0,0.0,44812,53,0,0.0011827189145764,0.0,0.2587347177967331,-0.9828363869856576,-1.0475780394907792,-0.3551872802795315,0.2587347177967331,0.2587347177967331,0.7805713082038438,-0.7952005689186561,0,0,0,0.0,1.0,543.9800182577221,-0.3592001112087525,-0.3592001112087525,0.0,-0.2373421113539804,0.0,0.0,0.0,-0.2373421113539804,-1.4147198391359843,-0.3311832764639912,-0.2438005614486845,-1.5166182781675135,-0.5513796796817425,-5.551115123125783e-17,-1.4147198391359843,0.0,-0.3311832764639912,35.0,35.0,0.0,0.0,-0.6479323682399619,-1.2694192921830503,,,,,,,,
